,sentiment,vi_review
693,positive,hồng ngọc chơiiiii
694,positive,hoàng luận trời cưg 🤣
695,positive,tl
696,positive,🦋 𝕹𝖍𝖎 🐇 🤣 🤣 🤣 vs dâu
697,positive,điện biên phủ
698,positive,7/5 p điện biên tham dự lễ kỉ niệm
699,positive,mời anh em quê điên biên anh hùng
700,positive,đời đời nhớ ơn anh hùng liệt sĩ hào hùng <someone> điện biên phủ
701,positive,"ngoại hi sinh mặt trận điện biên phủ , mộ"
702,positive,tự hào điện biên phủ ❤ ️
703,positive,1 sư đoàn thời cân trận k 😁
704,positive,"vĩ đại câu "" lừng lẫy châu , chấn động địa cầu """
705,positive,tự hào lắm việt nam . mãi yêu đất nước . vn <someone> .
706,positive,tự hào mảnh đất điện biên quê hương 🥰 🥰 🥰
707,positive,"“ chín điện biên , vành hoa đỏ trang sử vàng ” mời mn điện biên e du lịch mùa hội 🌸 ❤ ️"
708,positive,27 điện biên chào đón thăm di tích lịch sử dự lễ kỉ niệm 70 💝
709,positive,tự hào điện biên đất nước việt nam anh hùng ❤ ️
710,positive,điện biên . tự hào . 🥰 🥰 🥰
711,positive,mãi mãi nằm trận điện biên phủ
712,positive,mời ace bạn bè thăm điện biên anh hùng
713,positive,"hào hùng thay lễ diễu binh , diễu hành kỉ niệm 70 <someone> điện biên phủ 07/5/2024"
714,positive,""" điênn biên phủ thất thủ , nửa vòng trái đất nước pháp chết lặng "" vinh quang việt nam ❤ ️"
715,positive,56 cơm dầm mưa vắt . hào hùng
716,positive,người nhà nội chiến thắng hai anh em ruột lạc tận miền nam tưởng người nhà . mấy chục khóc trời
717,positive,tự hào sinh mảnh đất điện biên phủ anh hùng
718,positive,điện biên phủ 🥰 🥰 🥰
719,positive,"- mời anh em , bạn bè quê điện biên phủ anh hùng ❤ ️"
720,positive,hẹn 1 điện biên
721,positive,"ngoại tham gia trận chiến . 97 t tự hào , tự hào mảnh đất điện biên , đất nước việt nam ❤ ️"
722,positive,cựu chiến binh điện biên phủ
723,positive,<someone> lịch sử điện biên phủ nhá
724,positive,xúc động tự hào
725,positive,"mong thước phim lịch sử chiếu giảng đường , giúp hs cảm nhận đọc học sinh chép , xong học ."
726,positive,điện biên 20 đi bh 🥲
727,positive,anh hùng hi sinh anh hùng thương binh đất nước hôm nay ❤ ️ ❤ ️ ❤ ️ 🥰 🥰 🥰
728,positive,mời anh em điện biên phủ quê tui
729,positive,ngoại đánh trận 🫡
730,positive,điện biên xin chào đồng bào
731,positive,tự hào con người điện biên ❤ ️
732,positive,mãi mãi nhớ ơn anh hùng liệt sĩ hủy sinh tổ quốc ❤
733,positive,tự hào điện biên 🥰
734,positive,🥰 🥰 🥰 lịch sử hào hùng
735,positive,tự hào sinh mảnh đất lịch sử anh hùng
736,positive,"chúc mừng dân tộc việt nam , chúc mừng nhân dân việt nam kỷ niệm 70 <someone> điện biên 🥰 🥰 tự hào quân nhân cm 🥰"
737,positive,"thế kỷ 20 việt nam ta <someone> vang danh châu , hình mẫu nc đô hộ đc độc lập"
738,positive,mời du khách phương điện biên phủ chúng em ah
739,positive,tự hào sinh mảnh đất anh hùng ☺ ️
740,positive,dân tộc việt nam anh hùng . quyết chiến quyết thắng ❤ ️
741,positive,tự hào 🥰
742,positive,tự hào quê hương điện biên 🥰
743,positive,"đánh thắng thành đánh thắng , bác hồ dặn bác giáp câu báo <someone>"
744,positive,vtv thời sự online . tivi sập 3 . 😂 😂
745,positive,điện biên chào bà con
746,positive,điện bien anh hùng
747,positive,"him lam , điện biên quê ... tuyệt vời"
748,positive,tự hào điện biên
749,positive,vành hoa đỏ ❤ thiên sử vang 🥰
750,positive,tự hào dân tộc việt nam-tự hào điện biên ❤ ️ ❤ ️ ❤ ️
751,positive,yêu điện biên 🥰
752,positive,kính cẩn ngiêng vong linh ahung liệt sỹ 🥺 cháu tự hòa cháu quần áo màu xanh áo lính
753,positive,"nội mình chiến sỹ điện biên , tự hào"
754,positive,vinh quang đời đời dân tộc việt nam văn hiến anh hùng 🥰 🥰 🥰
755,positive,"vtv pát lịch sử chiến đấu <someone> quân dân vn . thế hệ trẻ lịch sử , yêu"
756,positive,mô hình hình động video mô phỏng phân tích cơ bản trận đánh ý nghĩa nhân dân <someone> lịch sử điện biên phủ
757,positive,mời anh em điện biên
758,positive,tự hào điện biên 🥰
759,positive,biết ơn anh hùng hi sinh bảo vệ tổ quốc
760,positive,tự hào lắm việt nam
761,positive,việt nam muôn 🇻 🇳 💪 💪 💪 💪 hồ chủ tịch muôn ❤ ️
762,positive,mời anh chị đb quê 🥰
763,positive,"ae điện biên mùa đẹp vẻ đẹp núi rừng , hoa ban , sắc xuân núi rừng , di tích lịch sử hào hùng , con người trìu mến , .. combo kỉ niệm 70 kỉ niệm tuyệt vời 2024"
764,positive,tự hào dân tộc ❤ ️ nhà nước truyền lửa người dân gợi nhắc trận thắng siết chặt tình đoàn kết dân tộc
765,positive,điện biên phủ 🫡 ❤ ️
766,positive,đk diễu binh kỉ niệm 60 ctdbp
767,positive,anh hùng hi sinh độc lập tự do tổ quốc lý tưởng hồ vĩ đại 🥰
768,positive,tự hào quân đội nhân nhân việt nam 🥰
769,positive,tự hào quân đội nhân dân việt nam
770,positive,tự hào điện biên ♥ ️ ♥ ️ ♥ ️
771,positive,❤ quê hương điện biên
772,positive,"xúc động tự hào , nước mắt trào . ♥ ️"
773,positive,đời đời biết ơn anh hùng liệt sĩ
774,positive,"tưởng tượng nổi cha ông giỏi , <someone> , <someone> , bất khuất"
775,positive,"việt nam muôn , độc lập - tự do muôn"
776,positive,chúc gái yêu người yêu 😂 😂 😂 😂 😂
777,positive,giọng ngọt ngào kiểu giọng nói tướng <someone>
778,positive,bảo cường link mua mũ 😂
779,positive,rời đi hạnh phúc ❤ ️ ❤ ️ ❤ ️
780,positive,giọng ngọt ngào kiểu giọng nói tướng <someone>
781,positive,tram ú nu 😹 😹 😹 🥰 🥰
782,positive,tưởng tượng ck chúc vui wa
783,positive,ngọ thị thu huyền ❤ ️ chúc gái yêu
784,positive,quỳnh anhquỳnh
785,positive,lan 🍀 🥰 bao dung lỗi lầm yêu
786,positive,꧁ ☾ 𝕍𝕜 𝕍ă𝕟 𝕊ỹ ☽ ꧂ vk yêu ck 😘 😘 😘
787,positive,linh vô tâm 💔 💔 mãi yêu 🤣 😘 😘
788,positive,giọng
789,positive,xinh bé
790,positive,🤣 🤣 giật mình
791,positive,câu ta
792,positive,inhìn thiệt 🥰 tt 🥰
793,positive,giật mình 🤣 🤣 🤣
794,positive,mỹ ngân mãi yêu 🥰
795,positive,mấy ah đạo lý toàn tốt bụng
796,positive,a nóiii
797,positive,thơ
798,positive,🐇 chúc ❤ ️
799,positive,"phuong , chúc e ng a iu"
800,positive,may_thơ chúc e 😘 đồng hành a suốt tg 😘
801,positive,tui giật mình
802,positive,haha chúc 🥰 🥰
803,positive,nha 🥰 🥰 🥰
804,positive,ᥫ ᭡ ┆ vk.huy 🫶 🫰 😘 ek oi
805,positive,xinh đẹp
806,positive,giọng ngọt ngào
807,positive,video
808,positive,bưa chúc thìn chúc e thìn đẹp 😂 😂
809,positive,chu ngọc ánh vợ ♥ ️ ♥ ️ ♥ ️
810,positive,nhạc
811,positive,🥰
812,positive,lắm
813,positive,đọc to tao :)) chúc bé 🥰
814,positive,lùn ❤ ️ 🍹 chúc heo .
815,positive,chuẩn
816,positive,dương hoài 😂 tự hào tình cảm 😚
817,positive,lắm a 😁 😁
818,positive,💯 💯 💯 ✍ ️
819,positive,tuyệt vời vời nói thơ
820,positive,cất tiếng nói giật mình ln 😅 😅 😅
821,positive,lắm ah 🤘 😍 🤭
822,positive,😂 cao thơi 😂
823,positive,hp chi chúc vui
824,positive,chúc ổn nờ 🤣 🤣 🤣
825,positive,đep trai giọng ấm áp cưng xỉu 😂
826,positive,giọng ấm
827,positive,chúc hp
828,positive,rep độc thân mong rep
829,positive,ok
830,positive,hoa võ 🫶 ♥ ️
831,positive,🤣
832,positive,gipjng b rấy ấm cực kỳ
833,positive,"a ấm , a chẳng sóng gió , niềm mơ phụ nữ"
834,positive,giật
835,positive,yêu em trai
836,positive,giọng
837,positive,thích thơ
838,positive,🥰 sư tử xinh ta 😁 😂
839,positive,👏 👏 👏 🥰 🥰 🥰 tui fai hoc làm thơ ong tán gái dc 😁 😁
840,positive,😂 😂 😂
841,positive,chúc gđ bn hp
842,positive,thành đấy mủi lòng đấy mk tiền 😁
843,positive,wá đỉnh
844,positive,wa ban oi . ❤ ❤
845,positive,kkkk
846,positive,2 de thuong
847,positive,lưu dii thay chúc
848,positive,chúc ý nghĩa
849,positive,😃 😃 😃
850,positive,kim duyên chúc vk ❤ ️ tốt đẹp 😘 🥰 🥰 ❤ ️ ❤ ️
851,positive,xuanmit yêu ❤ ️
852,positive,chúc mừng ac mãi mãi hạnh phúc vía đc
853,positive,😅
854,positive,giọng ấm
855,positive,lươngquỳnh singlemom 🥰 2 k e a .. ❤ ️ ❤ ️ ❤ ️
856,positive,htrang2603 chúc ❤ ️
857,positive,nha
858,positive,giật mình 🤣
859,positive,hat bui nho e ☺ ️ 🤭 🤭 🤭
860,positive,hii
861,positive,☀ ️ celimo 🌧 ️ ⛈ ️ yêu 🥰
862,positive,ếnh 🥰
863,positive,duyên lê chua 😒
864,positive,ý nghĩa 👍 👍 👍 👍 🌹 🌹
865,positive,mĩi linh e ❤ ️ ❤ ️
866,positive,fl ❤ ️
867,positive,mát lòng mát dạ hà
868,positive,🥰
869,positive,ý nghĩa lắm
870,positive,chúc bã giật mình 😁 😁 😂 😂
871,positive,bé giật mình kìa
872,positive,giọng độc
873,positive,lắm nha 💓 💓
874,positive,ni h cai lậy
875,positive,🥰 🥰 🥰 🥰 🥰 🥰 oi
876,positive,a 😂
877,positive,xinh
878,positive,giọng nội lực
879,positive,😂 😂 😂 hây
880,positive,giọng ngọt ngào
881,positive,pé minz 557 z nha mãi iu ❤
882,positive,tuyệt vời 🥰
883,positive,thơ
884,positive,giọng
885,positive,chuẩn 🥰
886,positive,2 dễ thương 💖 💖 💖 🥰 🌹
887,positive,hót vặt 😁 😁 😁
888,positive,thơ ❤
889,positive,thơ giọng 🥰
890,positive,🤣 🤣 🤣 giật 🤣 🤣 🤣 🤣
891,positive,tho
892,positive,🥰
893,positive,chj ăn cỗ thui vương mãi chua cỗ
894,positive,tuyệt vời 🥰 🥰 🥰
895,positive,hát gi mong mn tui nha
896,positive,happy birthday to you 😂
897,positive,thay thành
898,positive,"thử k tiền thất bại coi , yêu k , di 🙃 🙃 🙃"
899,positive,xinhh 9_12 💕 chúc e an khang vui vẻ tài lộc
900,positive,ok
901,positive,e thử fl a
902,positive,🤣 🤣 🤣 🤣 🤣 🤣 🤣 lỗi 🙏 🙏 🙏 🙏
903,positive,cưới
904,positive,"chúc chân thành nè , 🥰"
905,positive,kim sinh thủy : giọng ngọt ngào kiểu giọng nói tướng <someone>
906,positive,🥰 🥰 🥰 🥰 🥰 🥰 tuyệt vời nam mô a di đà phật
907,positive,quâ a
908,positive,giọng
909,positive,hài hước 10 ₫ ha
910,positive,chuẩn
911,positive,hai đứa 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊 😊
912,positive,chuan
913,positive,hahaha ❤ ️ ❤ ️ ❤ ️ ❤ ️
914,positive,trang linh ❤ ️ kìa
915,positive,út ❤ ah chúc nha
916,positive,cường thơ 🥰
917,positive,bún bò vị trà sữa cx sư tử su tử ngt 😇 😇 😇
918,positive,mấy drone di chuyển đứng yên hiệu ứng ánh sáng v mn . thiệt á k .
919,positive,mih thay vì bắn pháo hoa tốn kém chạy drone đẹp tiết kiệm
920,positive,việt dc vụ drone
921,positive,"vùng cao , hà nội"
922,positive,hy vọng kịch bản drone hình chủ tịch hồ chí minh mùa xuân đảng
923,positive,số lượng điện thoại drone 😂
924,positive,sd bnh drone v
925,positive,chiến tranh liên miên việt nam tết sum vầy gia đình . sinh mảnh đất chữ s
926,positive,"sài gòn yêu hà nội lắm . đôi khi phân biệt vùng miền đối mặt <someone> , thiên tai , dịch bệnh . 🇻 🇳"
927,positive,"tui k drone , tui biển đt 😬 . trời đt 😬 ."
928,positive,vô tình đc màn trình diễn trung quốc cmt 1000 việt nam đc .. việt nam ta
929,positive,lập trình sẵn ta 🤔 🤔
930,positive,thay nhạc
931,positive,2 đi thằng quản lý ng nhật “ nhà mày điện ” ko 😂
932,positive,"hn đẹp thế này , sg tập múa drone 8 hình 6 hình quảng cáo vietjet air 😂"
933,positive,hình ảnh mỉm cười vẫy tay toàn thể nhân dân 🥰
934,positive,sài gòn cảnh xong tự nhiên xúc động . khúc rồng hiện 🥰 🥰
935,positive,"đẹp , lạ pháo hoa không khí tết"
936,positive,"drone trung quốc mắt việt nam , tự hào"
937,positive,"quê quá đỗi tự hào , đem nước ngoài “ việt nam tao ”"
938,positive,để ý kĩ hoàng thành <someone> 1 flycam
939,positive,"tui chờ mãi hình bác , lăng bác khuôn mặt tuyệt nha , màn drone ấn tượng"
940,positive,"tự hào không khí đón tết vui tươi hạnh phúc nhân dân ko đất nước đẹp việt nam , nét truyền thống đc gìn giữ đẹp ."
941,positive,"“ dời “ “ di dời “ động đi , dời đi chỗ , dời thương ý nghĩa bị động : dời đô , dời …"
942,positive,giá hình ảnh lăng bác tuyệt vời tự hào . màn trình diễn xuất sắc
943,positive,góc đứng đẹp hôm qua ae mấy 🤣
944,positive,điều chỉnh kiểu j thiết bị ko va
945,positive,"chủ vid đứng góc đẹp , drone , mn đứng tiếng hò reoo , đẹp"
946,positive,vn 1000 🐧
947,positive,đẹp tốn kém đẹp suất sắc
948,positive,đấy chiếu
949,positive,ko ảnh lăng nhỉ . ý nghĩa
950,positive,đoạn chiếu rời đô tự dưng nổi da gà
951,positive,🥰 🥰 🥰 góc đẹp . hôm qua kịp góc đẹp trời .
952,positive,m1 tết video khóc xúc động vn cta đc hòa bình thịnh vượng
953,positive,"mùng 1 tết khóc video , khóc niềm tự hào , niềm tôn dân tộc , yêu việt nam ."
954,positive,xuất sắc đẩng thủ đô khác biệt
955,positive,pháo hoa kh ok kia 🥰
956,positive,ghi hình ảnh . sâu sắc tuyệt vời ❤ ️
957,positive,điều ước đi ngắm drone đêm giao thừa chẳng thể đứng yêu .
958,positive,đẹp tuyệt vời 👍
959,positive,chỗ nhà khách quốc phòng k
960,positive,", dời đô bề thăng long ta rồng bay . hóa mấy đạo diễn thời đấy biểu diễn"
961,positive,hôm giao thừa tổng duyệt z e
962,positive,lướt nét đẹp 🤩 🤭 . cop nha nha .
963,positive,tự hào việt nam ❤ ️
964,positive,công nhận màn trình diễn đẹp toàn cảnh 😁
965,positive,đẹp nhìu chê
966,positive,góc đẹp . chúc người dân việt nam <someone> 🥰
967,positive,ánh sáng màn hình đt ánh sáng pháo hoa 😂
968,positive,", xuất sắc , viết , nam , ngày nay , , nhân , tài , chúc mừng moi , , , <someone> , , cảm , on ,"
969,positive,nước ngoài làm việc . thế này cảm xúc tự hào yêu đất nước . 🥰
970,positive,"quê , vn"
971,positive,mãi yêu việt nam 🇻 🇳
972,positive,tự hào vn 🥰
973,positive,đi k cầm đt k 🤣
974,positive,", e yêu 😂"
975,positive,tuyệt vời 😍
976,positive,may mắn vinh dự thi công 1 sự kiện ... 🤗
977,positive,tự hào việt nam
978,positive,lê thị lan dc thế này ko
979,positive,vi diệu 🥰
980,positive,"choáng , hoành tráng"
981,positive,ước đi
982,positive,đẹp đi
983,positive,có lẽ hội
984,positive,đẹp ý nghĩa
985,positive,tự hào con người việt nam
986,positive,việt nam tuyệt vời 🥰
987,positive,mê xúc động việt nam tuyệt vời
988,positive,đẹp 😲 😲 😲
989,positive,tự hào việt
990,positive,thương ☘ ️ góc đẹp vk . đẹp vãi
991,positive,ôi biển mê
992,positive,tự hào việt nam
993,positive,nổi da gà 🥰 🥰 thiệt
994,positive,rồng châu ắ chính thức hiện hinh tự hào vn
995,positive,khóc hong ạ . mau nước mắt . video kiểu lâng lâng
996,positive,😍 😍 😍 đep rao rực
997,positive,yêu đất nước . tự hào ng 🇻 🇳
998,positive,"nhạc , hình ảnh tuyệt vời"
999,positive,lắm
1000,positive,có mặt 🥰 🥰 😳
1001,positive,tự hào vn
1002,positive,diễn hồi
1003,positive,tự hào việt nam
1004,positive,tự hào việt nam . đk online thakis e .
1005,positive,"nguyễn minh hằng m ko , đẹp"
1006,positive,đẹp 🥰
1007,positive,bee nguyễn 🐝 hứa hẹn bé
1008,positive,rât đẹp
1009,positive,đẹp trời
1010,positive,đẹpp
1011,positive,"mừng đảng , mừng xuân , chúc việt nam mãi giàu mạnh phát triển . 🥰"
1012,positive,đẹp
1013,positive,tự hào ng việt nam
1014,positive,chiếu rời đô ngỡ xuyên thời ý
1015,positive,mong .. chân dung
1016,positive,đẹp . k tưởng đkhien kkkk
1017,positive,tự hào thiệt
1018,positive,biển kia đứng đấy nhá 😄 😄 😄
1019,positive,chiếu dời đô hoa lư ( ninh bình ) thành đại la vua lý thái tổ
1020,positive,đẹp
1021,positive,việt nam mai . đỉnh ❤ ️ ❤ ️
1022,positive,đẹp
1023,positive,cảnh đầu chiếu dời đô ý nghĩa
1024,positive,đẹp . 🥰
1025,positive,tự hào việt nam ❤ ️ ❤ ️ ❤ ️
1026,positive,đẹp 🥰 🥰
1027,positive,tự hào việt nam 🥰
1028,positive,nhạc hợp 🥰
1029,positive,"1 video t rùng mình 10 liên tiếp 🙏 xuất sắc , hào hùng ❤ ️"
